MPA,Site_ID,Site_Name,Year,Latitude,Longitude,Zone,Fish_Family,Abundance,Abundance_SE,Biomass,Biomass_SE
Kofiau dan Pulau Boo Marine Protected Area,2211,Walo Bommoes,2010,-1.27,129.67,NTZ,Scaridae,200,NA,30.821,NA
Kofiau dan Pulau Boo Marine Protected Area,2211,Walo Bommoes,2010,-1.27,129.67,NTZ,Serranidae,165,35,48.662,15.374
Kofiau dan Pulau Boo Marine Protected Area,2211,Walo Bommoes,2010,-1.27,129.67,NTZ,Siganidae,80,NA,24.448,NA
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2010,-1.28,129.66,NTZ,Acanthuridae,160,40,43.287,16.692
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2010,-1.28,129.66,NTZ,Haemulidae,50,NA,88.13,NA
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2010,-1.28,129.66,NTZ,Lutjanidae,185,44.814,112.764,58.315
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2010,-1.28,129.66,NTZ,Scaridae,70,10,27.871,5.289
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2010,-1.28,129.66,NTZ,Serranidae,120,43.205,38.346,12.215
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2010,-1.28,129.66,NTZ,Siganidae,80,0,8.965,3.285
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2011,-1.28,129.66,NTZ,Acanthuridae,1240,700.857,320.661,160.677
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2011,-1.28,129.66,NTZ,Haemulidae,370,NA,507.887,NA
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2011,-1.28,129.66,NTZ,Lutjanidae,402,186.183,141.423,73.365
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2011,-1.28,129.66,NTZ,Scaridae,610,201.742,194.446,78.597
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2011,-1.28,129.66,NTZ,Serranidae,210,99.833,65.755,26.791
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2011,-1.28,129.66,NTZ,Siganidae,120,40,20.947,1.954
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2014,-1.28,129.66,NTZ,Acanthuridae,293.333,70.553,159.889,69.539
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2014,-1.28,129.66,NTZ,Haemulidae,90,80,200.095,177.758
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2014,-1.28,129.66,NTZ,Lutjanidae,370,127.984,251.509,143.777
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2014,-1.28,129.66,NTZ,Scaridae,352,96.664,52.079,20.565
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2014,-1.28,129.66,NTZ,Serranidae,85,35,50.537,14.381
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2014,-1.28,129.66,NTZ,Siganidae,160,0,12.728,0.263
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2016,-1.28,129.66,NTZ,Acanthuridae,600,200,348.483,116.161
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2016,-1.28,129.66,NTZ,Haemulidae,20,NA,31.19,NA
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2016,-1.28,129.66,NTZ,Lutjanidae,360,186.333,144.646,82.221
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2016,-1.28,129.66,NTZ,Scaridae,180,68.313,78.94,28.114
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2016,-1.28,129.66,NTZ,Serranidae,50,10,18.382,6.578
Kofiau dan Pulau Boo Marine Protected Area,2212,Walo south,2016,-1.28,129.66,NTZ,Siganidae,133.333,26.667,11.744,2.902
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2010,-1.23,129.65,NTZ,Acanthuridae,88,29.394,22.46,8.158
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2010,-1.23,129.65,NTZ,Lutjanidae,40,NA,9.002,NA
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2010,-1.23,129.65,NTZ,Scaridae,142.5,39.66,58.749,16.696
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2010,-1.23,129.65,NTZ,Serranidae,264,48.332,57.391,10.129
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2010,-1.23,129.65,NTZ,Siganidae,53.333,13.333,5.766,3.317
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2011,-1.23,129.65,NTZ,Acanthuridae,240,NA,69.002,NA
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2011,-1.23,129.65,NTZ,Lutjanidae,50,NA,34.438,NA
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2011,-1.23,129.65,NTZ,Scaridae,112.5,57.064,350.793,312.143
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2011,-1.23,129.65,NTZ,Serranidae,280,28.284,60.494,4.607
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2011,-1.23,129.65,NTZ,Siganidae,80,NA,12.25,NA
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2014,-1.23,129.65,NTZ,Acanthuridae,226.667,13.333,106.257,9.689
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2014,-1.23,129.65,NTZ,Lutjanidae,93.333,53.333,43.717,32.659
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2014,-1.23,129.65,NTZ,Scaridae,248,44.542,96.135,22.265
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2014,-1.23,129.65,NTZ,Serranidae,232,29.394,51.509,11.101
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2014,-1.23,129.65,NTZ,Siganidae,120,40,13.516,0.126
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2016,-1.23,129.65,NTZ,Acanthuridae,528,227.473,177.644,121.61
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2016,-1.23,129.65,NTZ,Lutjanidae,148,103.024,30.987,11.825
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2016,-1.23,129.65,NTZ,Scaridae,242,69.886,50.875,20.778
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2016,-1.23,129.65,NTZ,Serranidae,80,21.909,7.984,3.356
Kofiau dan Pulau Boo Marine Protected Area,2213,Gebe Kecil Wall,2016,-1.23,129.65,NTZ,Siganidae,160,80,21.828,13.781
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2009,-1.23,129.7,Use,Acanthuridae,824,69.971,147.735,46.918
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2009,-1.23,129.7,Use,Haemulidae,40,NA,11.143,NA
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2009,-1.23,129.7,Use,Lutjanidae,3920,1552.031,302.121,106.796
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2009,-1.23,129.7,Use,Scaridae,544,58.788,158.847,26.77
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2009,-1.23,129.7,Use,Serranidae,184,46.648,48.73,10.981
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2009,-1.23,129.7,Use,Siganidae,93.333,35.277,23.858,10.06
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2010,-1.23,129.7,Use,Acanthuridae,640,117.757,70.552,28.983
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2010,-1.23,129.7,Use,Haemulidae,83.333,33.333,58.809,31.183
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2010,-1.23,129.7,Use,Lutjanidae,8896,6849.834,741.546,398.839
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2010,-1.23,129.7,Use,Scaridae,340,71.624,230.934,113.413
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2010,-1.23,129.7,Use,Serranidae,222,75.127,135.167,37.548
Kofiau dan Pulau Boo Marine Protected Area,2214,Karabas,2010,-1.23,129.7,Use,Siganidae,66.667,26.667,10.961,5.241
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2009,-1.28,129.73,Use,Acanthuridae,800,225.92,188.822,103.793
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2009,-1.28,129.73,Use,Haemulidae,266.667,148.474,102.976,73.441
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2009,-1.28,129.73,Use,Lutjanidae,370,212.525,27.53,15.585
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2009,-1.28,129.73,Use,Scaridae,488,88.904,167.207,54.906
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2009,-1.28,129.73,Use,Serranidae,200,58.878,31.01,12.229
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2009,-1.28,129.73,Use,Siganidae,112,23.324,18.993,6.755
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2010,-1.28,129.73,Use,Acanthuridae,266.667,66.667,86.802,27.868
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2010,-1.28,129.73,Use,Haemulidae,40,30,38.927,20.007
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2010,-1.28,129.73,Use,Lutjanidae,225,83.116,109.763,38.26
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2010,-1.28,129.73,Use,Scaridae,72.5,22.867,99.336,73.715
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2010,-1.28,129.73,Use,Serranidae,45,14.434,119.953,106.42
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2010,-1.28,129.73,Use,Siganidae,260,140,29.967,19.283
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2011,-1.28,129.73,Use,Haemulidae,67.5,19.738,98.473,39.238
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2011,-1.28,129.73,Use,Lutjanidae,420,109.909,208.006,63.549
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2011,-1.28,129.73,Use,Scaridae,133.333,58.119,52.599,19.012
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2011,-1.28,129.73,Use,Serranidae,52.5,23.585,16.449,3.871
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2011,-1.28,129.73,Use,Siganidae,80,NA,18.368,NA
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2016,-1.28,129.73,Use,Haemulidae,48,2,48.556,12.742
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2016,-1.28,129.73,Use,Lutjanidae,706.667,48.074,215.254,18.818
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2016,-1.28,129.73,Use,Scaridae,130,30,20.386,5.365
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2016,-1.28,129.73,Use,Serranidae,30,8.367,59.74,27.384
Kofiau dan Pulau Boo Marine Protected Area,2215,Tabek,2016,-1.28,129.73,Use,Siganidae,93.333,35.277,8.609,4.074
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2009,-1.27,129.77,Use,Acanthuridae,1584,712.696,418.31,211.692
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2009,-1.27,129.77,Use,Haemulidae,100,60,37.994,7.734
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2009,-1.27,129.77,Use,Lutjanidae,40,0,5.197,3.039
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2009,-1.27,129.77,Use,Scaridae,264,51.536,68.694,8.477
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2009,-1.27,129.77,Use,Serranidae,95,27.538,32.519,12.158
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2009,-1.27,129.77,Use,Siganidae,90,10,32.984,5.701
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2011,-1.27,129.77,Use,Acanthuridae,800,NA,293.372,NA
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2011,-1.27,129.77,Use,Haemulidae,105,25,65.95,23.612
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2011,-1.27,129.77,Use,Lutjanidae,576.667,432.833,144.992,95.158
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2011,-1.27,129.77,Use,Scaridae,250,59.722,55.504,11.657
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2011,-1.27,129.77,Use,Serranidae,212.5,67.992,47.158,17.506
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2011,-1.27,129.77,Use,Siganidae,80,0,10.736,1.588
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2016,-1.27,129.77,Use,Acanthuridae,300,100,73.776,45.015
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2016,-1.27,129.77,Use,Haemulidae,110,10,62.62,5.179
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2016,-1.27,129.77,Use,Lutjanidae,60,16.833,101.841,69.015
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2016,-1.27,129.77,Use,Scaridae,133.333,48.074,37.16,12.259
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2016,-1.27,129.77,Use,Serranidae,100,34.641,53.547,26.784
Kofiau dan Pulau Boo Marine Protected Area,2216,Pamali,2016,-1.27,129.77,Use,Siganidae,160,NA,26.781,NA
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2009,-1.26,129.66,NTZ,Acanthuridae,1264,101.666,129.623,11.999
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2009,-1.26,129.66,NTZ,Haemulidae,120,NA,75.607,NA
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2009,-1.26,129.66,NTZ,Lutjanidae,220,20,44.388,6.12
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2009,-1.26,129.66,NTZ,Scaridae,1064,213.766,285.463,73.145
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2009,-1.26,129.66,NTZ,Serranidae,328,23.324,78.719,12.89
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2009,-1.26,129.66,NTZ,Siganidae,180,70.238,56.271,26.227
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2010,-1.26,129.66,NTZ,Acanthuridae,320,55.136,53.884,15.18
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2010,-1.26,129.66,NTZ,Haemulidae,30,20,31.495,15.541
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2010,-1.26,129.66,NTZ,Lutjanidae,80,16.33,28.118,11.984
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2010,-1.26,129.66,NTZ,Scaridae,366,185.003,437.275,343.323
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2010,-1.26,129.66,NTZ,Serranidae,178,36.387,36.744,13.616
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2010,-1.26,129.66,NTZ,Siganidae,120,23.094,36.005,6.489
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2011,-1.26,129.66,NTZ,Acanthuridae,390,136.991,143.435,37.648
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2011,-1.26,129.66,NTZ,Haemulidae,70,30,71.476,41.216
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2011,-1.26,129.66,NTZ,Lutjanidae,224,107.126,104.742,58.432
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2011,-1.26,129.66,NTZ,Scaridae,490,127.932,120.441,47.156
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2011,-1.26,129.66,NTZ,Serranidae,164,41.061,51.872,11.574
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2011,-1.26,129.66,NTZ,Siganidae,133.333,26.667,18.595,6.242
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2014,-1.26,129.66,NTZ,Acanthuridae,450,161.142,202.648,78.609
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2014,-1.26,129.66,NTZ,Haemulidae,25,15,20.753,9.507
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2014,-1.26,129.66,NTZ,Lutjanidae,100,34.641,33.271,12.271
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2014,-1.26,129.66,NTZ,Scaridae,416,48.332,147.206,21.22
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2014,-1.26,129.66,NTZ,Serranidae,140,34.641,46.922,10.324
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2014,-1.26,129.66,NTZ,Siganidae,140,38.297,10.616,3.054
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2016,-1.26,129.66,NTZ,Acanthuridae,746.667,408.139,91.891,60.896
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2016,-1.26,129.66,NTZ,Haemulidae,40,NA,30.26,NA
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2016,-1.26,129.66,NTZ,Lutjanidae,210,52.599,50.216,18.745
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2016,-1.26,129.66,NTZ,Scaridae,370,108.781,112.469,54.107
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2016,-1.26,129.66,NTZ,Serranidae,180,119.304,53.597,36.867
Kofiau dan Pulau Boo Marine Protected Area,2217,Walo,2016,-1.26,129.66,NTZ,Siganidae,160,NA,32.979,NA
Kofiau dan Pulau Boo Marine Protected Area,2218,Cina,2009,-1.25,129.68,NTZ,Acanthuridae,448,49.639,50.798,10.251
Kofiau dan Pulau Boo Marine Protected Area,2218,Cina,2009,-1.25,129.68,NTZ,Haemulidae,120,NA,102.611,NA
Kofiau dan Pulau Boo Marine Protected Area,2218,Cina,2009,-1.25,129.68,NTZ,Lutjanidae,60,11.547,14.289,8.969
Kofiau dan Pulau Boo Marine Protected Area,2218,Cina,2009,-1.25,129.68,NTZ,Scaridae,8392,7992.27,640.106,575.002
Kofiau dan Pulau Boo Marine Protected Area,2218,Cina,2009,-1.25,129.68,NTZ,Serranidae,72,8,20.243,7.503
Kofiau dan Pulau Boo Marine Protected Area,2218,Cina,2009,-1.25,129.68,NTZ,Siganidae,250,34.157,41.717,12.826
Kofiau dan Pulau Boo Marine Protected Area,2219,Gebe Kecil,2009,-1.23,129.65,NTZ,Acanthuridae,456,121.721,67.07,34.563
Kofiau dan Pulau Boo Marine Protected Area,2219,Gebe Kecil,2009,-1.23,129.65,NTZ,Lutjanidae,120,32.66,19.372,8.922
Kofiau dan Pulau Boo Marine Protected Area,2219,Gebe Kecil,2009,-1.23,129.65,NTZ,Scaridae,648,129.244,143.321,36.89
Kofiau dan Pulau Boo Marine Protected Area,2219,Gebe Kecil,2009,-1.23,129.65,NTZ,Serranidae,160,66.933,40.973,14.353
Kofiau dan Pulau Boo Marine Protected Area,2219,Gebe Kecil,2009,-1.23,129.65,NTZ,Siganidae,150,30,58.14,12.823
Kofiau dan Pulau Boo Marine Protected Area,2219,Gebe Kecil,2010,-1.23,129.65,NTZ,Acanthuridae,120,NA,34.499,NA
Kofiau dan Pulau Boo Marine Protected Area,2219,Gebe Kecil,2010,-1.23,129.65,NTZ,Lutjanidae,60,20,13.848,2.125
Kofiau dan Pulau Boo Marine Protected Area,2219,Gebe Kecil,2010,-1.23,129.65,NTZ,Scaridae,304,48.332,36.773,7.826
Kofiau dan Pulau Boo Marine Protected Area,2219,Gebe Kecil,2010,-1.23,129.65,NTZ,Serranidae,132.5,20.565,34.581,5.509
Kofiau dan Pulau Boo Marine Protected Area,2219,Gebe Kecil,2010,-1.23,129.65,NTZ,Siganidae,120,40,16.204,6.401
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2009,-1.2,129.65,Use,Haemulidae,50,NA,131.288,NA
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2009,-1.2,129.65,Use,Lutjanidae,1322,940.236,430.057,315.133
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2009,-1.2,129.65,Use,Scaridae,850,197.535,238.767,75.599
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2009,-1.2,129.65,Use,Serranidae,146,46,66.268,37.849
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2009,-1.2,129.65,Use,Siganidae,230,44.347,90.044,16.032
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2010,-1.2,129.65,Use,Acanthuridae,560,53.666,82.791,12.304
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2010,-1.2,129.65,Use,Haemulidae,26.667,16.667,47.406,19.235
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2010,-1.2,129.65,Use,Lutjanidae,163.333,62.272,60.328,24.495
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2010,-1.2,129.65,Use,Scaridae,394,98.367,74.417,7.094
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2010,-1.2,129.65,Use,Serranidae,122,47.791,100.497,73.854
Kofiau dan Pulau Boo Marine Protected Area,2220,Gebe Besar,2010,-1.2,129.65,Use,Siganidae,133.333,53.333,38.761,17.209
Kofiau dan Pulau Boo Marine Protected Area,2221,Tolobi 1,2009,-1.18,129.68,Use,Acanthuridae,1024,102.45,139.064,26.066
Kofiau dan Pulau Boo Marine Protected Area,2221,Tolobi 1,2009,-1.18,129.68,Use,Lutjanidae,260,87.178,59.707,26.189
Kofiau dan Pulau Boo Marine Protected Area,2221,Tolobi 1,2009,-1.18,129.68,Use,Scaridae,560,28.284,117.874,25.325
Kofiau dan Pulau Boo Marine Protected Area,2221,Tolobi 1,2009,-1.18,129.68,Use,Serranidae,150,25.166,41.91,14.735
Kofiau dan Pulau Boo Marine Protected Area,2221,Tolobi 1,2009,-1.18,129.68,Use,Siganidae,110,19.149,37.528,8.587
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2009,-1.16,129.7,Use,Acanthuridae,584,76.525,52.705,6.906
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2009,-1.16,129.7,Use,Haemulidae,80,NA,22.286,NA
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2009,-1.16,129.7,Use,Lutjanidae,160,41.952,28.172,8.584
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2009,-1.16,129.7,Use,Scaridae,738,144.097,154.177,28.928
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2009,-1.16,129.7,Use,Serranidae,168,42.708,37.735,13.237
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2009,-1.16,129.7,Use,Siganidae,168,51.225,41.441,21.358
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2011,-1.16,129.7,Use,Acanthuridae,220,100,54.315,36.207
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2011,-1.16,129.7,Use,Lutjanidae,133.333,53.333,35.915,13.78
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2011,-1.16,129.7,Use,Scaridae,200,52.154,30.631,12.643
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2011,-1.16,129.7,Use,Serranidae,60,11.547,19.852,4.467
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2011,-1.16,129.7,Use,Siganidae,152,44.542,19.081,6.185
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2013,-1.16,129.7,Use,Acanthuridae,150,71.88,23.026,8.537
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2013,-1.16,129.7,Use,Lutjanidae,146.667,106.667,47.144,34.248
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2013,-1.16,129.7,Use,Scaridae,272,44.542,42.651,6.965
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2013,-1.16,129.7,Use,Serranidae,90,10,24.319,2.866
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2013,-1.16,129.7,Use,Siganidae,240,NA,23.483,NA
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2014,-1.16,129.7,Use,Acanthuridae,40,0,13.281,2.181
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2014,-1.16,129.7,Use,Lutjanidae,152,61.188,33.963,11.733
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2014,-1.16,129.7,Use,Scaridae,152,42.708,35.89,8.336
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2014,-1.16,129.7,Use,Serranidae,70,25.166,18.628,2.929
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2014,-1.16,129.7,Use,Siganidae,80,NA,6.233,NA
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2016,-1.16,129.7,Use,Acanthuridae,133.333,74.237,17.553,7.763
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2016,-1.16,129.7,Use,Haemulidae,105,15,60.164,15.956
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2016,-1.16,129.7,Use,Lutjanidae,112,38.781,40.267,16.234
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2016,-1.16,129.7,Use,Scaridae,272,42.708,40.69,7.776
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2016,-1.16,129.7,Use,Serranidae,80,40,34.041,15.451
Kofiau dan Pulau Boo Marine Protected Area,2222,Tolobi 2,2016,-1.16,129.7,Use,Siganidae,100,20,9.108,1.551
Kofiau dan Pulau Boo Marine Protected Area,2223,Tolobi 3,2009,-1.16,129.74,Use,Acanthuridae,640,71.554,83.675,5.995
Kofiau dan Pulau Boo Marine Protected Area,2223,Tolobi 3,2009,-1.16,129.74,Use,Lutjanidae,250,42.19,64.293,12.329
Kofiau dan Pulau Boo Marine Protected Area,2223,Tolobi 3,2009,-1.16,129.74,Use,Scaridae,744,72.222,126.817,24.112
Kofiau dan Pulau Boo Marine Protected Area,2223,Tolobi 3,2009,-1.16,129.74,Use,Serranidae,160,21.909,42.373,8.25
Kofiau dan Pulau Boo Marine Protected Area,2223,Tolobi 3,2009,-1.16,129.74,Use,Siganidae,216,53.066,40.137,15.9
Kofiau dan Pulau Boo Marine Protected Area,2223,Tolobi 3,2013,-1.16,129.74,Use,Acanthuridae,120,NA,16.814,NA
Kofiau dan Pulau Boo Marine Protected Area,2223,Tolobi 3,2013,-1.16,129.74,Use,Lutjanidae,93.333,53.333,33.256,19.432
Kofiau dan Pulau Boo Marine Protected Area,2223,Tolobi 3,2013,-1.16,129.74,Use,Scaridae,272,44.542,43.066,10.82
Kofiau dan Pulau Boo Marine Protected Area,2223,Tolobi 3,2013,-1.16,129.74,Use,Serranidae,85,5,34.017,2.857
Kofiau dan Pulau Boo Marine Protected Area,2223,Tolobi 3,2013,-1.16,129.74,Use,Siganidae,106.667,26.667,13.114,6.104
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2009,-1.15,129.77,Use,Acanthuridae,728,36.661,65.701,3.309
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2009,-1.15,129.77,Use,Haemulidae,40,NA,28.616,NA
Kofiau dan Pulau Boo Marine Protected Area,2224,Jailolo Besar,2009,-1.15,129.77,Use,Lutjanidae,120,61.101,42.192,15.888
